Underlying,Date,kappa,theta,sigma,rho,v0,mse,rmse_volpts,feller_satisfied
CO1,2026-02-19,4.7748788165989,0.036272111964295056,1.588887335782593,0.7699427543219018,0.21433645304159257,0.0002810608189282846,1.6764868592633961,False
