Underlying,Date,kappa,theta,sigma,rho,v0,lam,mu_j,sigma_j,mse,rmse_volpts,feller_satisfied,heston_rmse_volpts
CL1,2021-12-01,3.0027681274704308,0.001,2.0,-0.999,0.49630308464597056,0.45375663835965613,-0.5460946215650869,0.01,0.0007445057224819551,2.7285632162036397,False,2.7357348287102625
