Underlying,Date,kappa,theta,sigma,rho,v0,mse,rmse_volpts,feller_satisfied
CL1,2024-01-15,7.673325954922233,0.08003788938721702,0.4537670204746255,-0.4889761754594224,0.09309714089633489,1.591188803746903e-05,0.398897079927505,True
