Date,Underlying,kappa,theta,sigma,rho,v0,lam,mu_j,sigma_j,rmse_volpts,feller,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,condition_number,ev1_kappa,ev1_theta,ev1_sigma,ev1_rho,ev1_v0,ev1_lam,ev1_mu_j,ev1_sigma_j,ev8_kappa,ev8_theta,ev8_sigma,ev8_rho,ev8_v0,ev8_lam,ev8_mu_j,ev8_sigma_j
2020-12-31,CO1,0.9390563393501207,0.001,0.01,0.33153021470853355,0.11220674642113608,0.0631689046747044,-1.6900526946374415,0.05585305741212542,1.173192629561937,True,4.490608789173044,0.5638765462196542,0.02239939445010659,0.0002155623311837594,0.00010369670246793207,-6.8959437104373924e-06,-1.152223549289794e-05,-0.0003257758499937265,43305.22265702473,-0.022476708297798558,0.2765166183728873,-0.002824508554977297,-6.412888586184386e-05,0.822425247718114,0.49653983913399435,-0.009486555377041812,-0.000529832323832317,-0.008319001311283004,-0.0763884743548239,0.8635215314353286,-0.4922949177023282,-0.01734262257389967,0.07582540831786291,0.004643130446813401,0.00023704495185127036
2021-02-01,CO1,1.4208684582736129,0.001,0.01,0.3108662399310441,0.10596989438334557,0.06804923559186737,-1.6779345748908219,0.05653045047186768,0.6377217681608377,True,4.760088624945371,0.8468652169322849,0.04198731347206185,0.00018939856104844733,8.148540895836424e-05,-3.1633126649072147e-06,-4.857720440222345e-06,-0.00016686419142043662,58416.45376508553,-0.01739787322167099,0.4093358314356901,-0.0035882313391363664,-9.708304213064742e-05,0.7534030279817142,0.5142005680099596,-0.010483717601187121,-0.0005926486590336044,0.015601727235479243,-0.02635813381181853,0.6827544794682504,-0.728812950326589,-0.008459205540776078,0.038792850306733295,0.012762472847543739,0.0007176245766968145
2021-03-01,CO1,2.869296157439676,0.031851854621980875,0.29723514662699757,0.28653150250643045,0.1502032400067291,0.04209030281824402,-1.7429384027036012,0.0529170233563855,0.8318638749790355,True,3.854240457611262,0.7907499880332971,0.028565932372509952,7.95310123029895e-05,2.499389828198528e-05,3.2190325287012555e-06,1.9608137157403363e-06,1.2325099678521574e-06,3127147.4942534403,-0.00977386126671007,0.6404243082369353,-0.009380020099302888,-0.0006773344576258588,0.5343272595637196,0.5514737278521955,-0.006611985347928381,-0.00034974539215138075,-0.0027201509355126224,-0.00013500192698056288,-0.006020870622204077,0.005025091073851226,2.3736620698640463e-05,-0.0011104659204790668,-0.14407076865411958,0.9895319398844294
2021-04-01,CO1,0.6642113153513701,0.051180412416886145,0.43859122669966144,-0.558879700679555,0.1227159320959474,0.01,-1.377738801521582,0.07222950453641941,0.390360311092205,False,4.092728163700433,0.42138173066088536,0.015160953463569184,0.00044242553081278303,2.600916817780309e-05,9.352017840980719e-07,-7.832609609174152e-08,-1.0491815289742438e-07,4376304.9143961435,-0.010958218015756312,0.20483974272276095,-0.03516013434653322,0.006444720792000178,0.8575576132281587,0.47035441523272714,-0.0021139057411724144,-0.00015249216526122604,-0.01944690639428209,0.002105926704092436,-0.0020455631970860027,-0.015798744867655295,0.0006351060406286323,-0.006761017021980317,-0.9294264726321495,-0.3680813979216128
2021-04-30,CO1,0.31297632060795594,0.001,0.32618016480425693,-0.5055889831543612,0.11885823855863026,0.028264882093511953,-1.2943235215122275,0.07814064644861878,0.6517499566943679,False,4.553793338690987,0.2575410085639137,0.008837521778416865,0.0005919359955632045,4.28782185608911e-05,-1.7872455366776668e-06,-3.598635682561601e-06,-5.427155209955418e-05,106202.9508577688,-0.02935407067593448,0.10421066640289411,-0.03289618990379212,0.002991059173636758,0.8979413065418667,0.42526427626719104,-0.006232188596889797,-0.00048472628536398596,-0.6813525013436817,0.22536563611468807,0.39329304574933593,-0.5536514927865727,0.024918966395510528,-0.12189292945090176,-0.09078572235121321,-0.006230180781252155
2021-06-01,CO1,0.07814741250989143,0.001,0.3488393946787899,-0.999,0.07764072341591456,0.2773031394257495,-0.3108400038591691,0.023685288259311394,1.0233600020330256,False,5.047471337643763,0.03174521439751707,0.009359095408974208,0.0014875552879342363,0.0008069113643691372,0.0003652569111287958,2.5358647993701005e-05,-8.785209016727667e-05,199043.39296391263,0.018396218476509067,-0.02428632891555127,0.032106230317844736,-0.0073422089351216835,-0.9888295056605954,-0.0800686092673544,0.11735459431164899,-0.004490106375612735,0.3498134387629308,-0.264394673017045,-0.30647132756100826,-0.47836236052024933,-0.011554041441668982,0.2875913090772271,0.06735376035129398,0.630548972243792
2021-07-01,CO1,0.0963915114911515,0.001,0.2971458293845015,-0.9548016191375024,0.07706066277452885,0.047291401788737523,0.6506270390450127,0.3674920714035382,0.5138713842777668,False,6.994944303515976,0.14882759202586784,0.012446855860180439,0.0007944276348214025,0.000594052821595283,0.00016242785210146597,1.2799978442638094e-05,3.14875784785908e-06,2221493.249559351,0.019787795537323426,-0.03712960773247054,0.0557384533374618,-0.009573822589556455,-0.9325386798833808,-0.3517590880030476,-0.03611241460334777,-0.01909057773138721,0.0415540856339835,-0.02454782827664288,-0.011937307004518281,-0.010436287158448528,7.334418729034965e-05,0.030549891484405466,-0.6620670305718489,0.7470965081477401
2021-08-02,CO1,0.4847186556877089,0.11302214997088361,0.45103849969778986,-0.999,0.09689601483670598,0.01,0.5022154274840044,0.3456499059386541,1.2448300686066072,False,4.275751219547204,0.15856902775099257,0.015772259589548025,0.001139465688964837,0.000132988126119346,3.945000656924065e-06,-6.225250339986755e-06,-3.0495351274002133e-05,1083840.4328381093,-0.009857476187484232,-0.13892445227221273,0.04752429716455083,-0.008662974703357185,-0.9540130909667874,-0.2609009175337818,-0.0065024103553116075,-0.0040832494390799735,0.33228449328830106,-0.04317870482391563,-0.015586299662667814,-0.3948611669854871,-0.010648118268778331,0.06895040167838211,-0.6887735390242063,0.5022826023916672
2021-09-01,CO1,0.01,0.030633397322427435,0.2626816806299412,-0.9873722141626798,0.07556938245612875,0.09740962854651725,0.5149479544762258,0.01,0.818170509078634,False,6.362857754126289,0.049477199680471304,0.007906785447179697,0.0006220329042230851,0.0001019666647144076,8.305982650698735e-05,6.792390496078907e-05,-0.00012298902083998514,93676.26548855551,0.010025825473214192,-0.0038369138754827947,0.05614162101762949,-0.00760911961901187,-0.9770352687173982,-0.19504560853535874,-0.06350982641156891,-0.0008813774412752152,0.6242357823221977,0.7261453195334195,-0.049979969502350216,-0.27431039337530533,0.0012572185592964317,-0.015345146150704746,0.07111505327610872,0.00201712958775849
2021-10-01,CO1,0.01,0.020702419415617308,0.27567300866151323,-0.9602708149838491,0.09385731690418016,0.16888172425878964,0.3995857447737316,0.01,0.3699669259113954,False,4.8723378078989406,0.029975835218676947,0.004303510340762245,0.0004097234278234754,7.614550642441194e-05,4.056345253857819e-05,4.369960874072846e-06,-6.775261961925792e-07,1114961.426040841,0.019341613452241193,-0.003660596478905598,0.056918553741278854,-0.008897915799824312,-0.9836632169815008,-0.13570187958248756,-0.1014003960137552,-0.0018006889074879417,0.2448135422673913,0.9593447882957116,-0.012337892642320221,-0.11085061692377997,0.0005821506159597,-0.045494053905273106,0.0703881192379466,-0.01610244252220752
2021-11-01,CO1,0.01,0.001,0.3670695948342412,-0.999,0.10315575752430974,0.03250312694210637,1.3037988660599311,0.053285265647439,1.0743443582003227,False,12.062844633372976,0.9632525878118493,0.04915440988641154,0.012419854785672008,0.00124687755998286,2.209210917262681e-05,1.7618217119254006e-05,-0.0006750175999598658,684680.2120624419,-0.01753791393919301,0.0029891069965720662,-0.05819742481969721,0.02187052046108408,0.5842194127058774,0.8080005222177025,0.04044874805289532,0.0022270131599114785,-0.5780529819520812,0.7953013370365432,0.1771811957684703,0.023790189322658035,-0.004225602972660386,0.0015369347701693515,-0.03677100232734297,-0.004365732597604683
2021-12-01,CO1,0.41540597512710764,0.38752561716358846,2.0,-0.85436906139073,0.42751674220411406,0.013005517270273907,1.9616756900325163,0.01733009352959008,1.5343449801853488,False,440.98269316064255,0.8803079102442617,0.03150113589379957,0.0032141350249541524,0.0018633432751752462,0.0004666635706399502,0.00033640857283227555,1.5181818063436229e-05,29046764.44665753,0.00375018930771392,0.0049476690117609134,-0.0015305398019961273,0.0026871390732731595,0.0012540327456441154,-0.9997433572149103,-0.021517657054607005,-0.0007286456164077674,0.8006494085114101,-0.5318386260463793,-0.2627114167011943,-0.08108703042176318,0.0004005097650840806,8.221973727041436e-05,0.022180470429584404,-0.004864677895305403
2021-12-31,CO1,0.5077387082927379,0.49470512817067513,1.9501079394440652,-0.6790288438708324,0.13394341604121418,0.017472882890100204,1.9311212089658314,0.016790837617600227,6.219246692039647,False,34223853.27898552,92082.55005865397,2.0965828003252045,0.037023912805367834,0.0010277759265944297,0.00041387634158956076,-9.700909312518403e-05,-0.010270361471800963,82691011396.16518,-4.846338367613499e-06,-3.1126191400998593e-06,1.9472948780138425e-06,1.2781219212080071e-05,-1.6997880693466735e-06,-0.9999999876084437,0.00015672872892812264,4.000218331254167e-06,-0.3836384630424233,-0.20835096269406456,0.2114818848859457,0.7841863950914442,0.0008216575796092313,1.4532845581906282e-05,0.0002800009692235734,0.38695963924491206
2022-02-01,CO1,0.07306421858994354,2.0,0.649957757879967,-0.999,0.1343578930774201,0.01340744374000641,2.0,0.2979948391111094,0.764656430327067,False,102.24837647526827,3.3580152948292845,0.09790829762170944,0.00418086237081299,0.0016929541327979016,0.0004331298839033299,8.562712777724959e-07,-0.00010219241276083467,119411194.9442672,0.04162557848365918,0.0016243637671891076,-0.005152943433002055,0.001209515766866452,-0.012231528974018772,-0.9979915036828279,-0.036552037906178954,-0.0276397124549033,-0.01889750819017029,0.0017061792422789928,0.042718772679777,-0.1360724316362523,-0.008148222725608448,0.01743359638052696,-0.8664539161698893,0.4776888739372565
2022-03-01,CO1,0.01,1.995108851049859,0.7766047105072802,-0.999,0.3694734710061551,0.012355312137860341,2.0,0.6980009110055598,4.324667460912584,False,6149566.686725631,412876.8559133831,1.26714149329139,0.004844771486944709,0.0012102207935012718,0.0003795268573424249,-0.0005251966959949914,-3686171.2360186665,16203245087.283077,-1.0718469025028407e-05,-6.467787050379314e-08,2.9008172971244522e-06,2.173399499139966e-07,-2.647404105308741e-05,0.6083690182450321,0.19203464141680915,0.7700713170293169,1.2699202614757583e-05,7.657549783157691e-08,-3.463776790684771e-06,-3.5026562431685526e-07,2.8653681706126856e-05,-0.7864893411097675,0.2759573923594154,0.5525233324742815
2022-04-01,CO1,0.01,1.995111286631586,0.7802736256595553,-0.999,0.36217598390443634,0.027712706692162654,2.0,0.7444553888426474,2.9288565438835836,False,422701616.00156045,422689399.1448857,32222256.12767184,7615793.5951219015,6942835.934120537,4235474.94641695,1055762.2242120781,-1.398915991396202e-07,400.3757724112788,-0.9980541148290352,1.0157419252920796e-08,-1.896836873450734e-07,1.6418180813688108e-07,2.6331527149754424e-07,0.06235369975143065,2.6845259528330057e-08,8.12171100549385e-08,-1.0856565751319809e-08,-0.9999999999999628,8.463453939044659e-08,-1.083594746586999e-07,-3.927242730923151e-08,-1.0872879214329612e-08,-2.179829058896437e-07,-8.108622648742012e-08
2022-05-02,CO1,14.0589190161618,0.22914265081896612,0.5363957723771271,-0.0009297474488342933,0.2602636672116829,0.06795636629581155,-1.0558027116495874,1.6656817379226332,0.6926198996187816,True,18628629911.245834,18586412117.247417,3547803912.027091,2750091373.021616,647456053.0224828,166433117.2208091,65358766.770252466,942489.6031089734,19765.342609399522,8.593573641344324e-10,-6.483216358210697e-08,7.071007161569848e-09,0.999999998585621,-5.428740287102724e-08,-5.318600287663645e-05,-5.758067316136139e-09,-3.5507362535299214e-09,0.9999999999999951,-1.1143265688335562e-08,1.3983031455288005e-09,-8.596181994994057e-10,-1.2636931024680516e-08,-4.866460719094356e-09,-5.1693265328947733e-08,-8.182709688579953e-08
2022-06-01,CO1,1.2721490419374235,0.001,0.6730688857741342,0.7500174723639995,0.20275324727176433,0.11217985099343959,-1.996901370117679,0.01862441755168082,0.8443011096205102,False,3.159453853197453,0.6585130668471942,0.0858287721673515,0.033068601117791405,0.0005269756429122802,2.7284611027549706e-05,1.462355643719669e-06,8.983222840614596e-07,3517060.535238037,-0.05045261807418177,0.3724979003034439,0.09759524498663291,0.019146308976888318,0.6901808666007861,0.6101056314898771,-0.015160753989971592,-0.00027558760586248365,-0.0003878014296271368,-8.183034583296535e-05,0.0003239420470277924,-0.0010294552918164246,0.0001532437724567748,-0.00167123453108363,-0.07833482179154476,0.9969250309745329
